year,watershed,sample,distance,otoSr,SE1,SrV,SrVcol
2018,Deer Creek,DC18_18983,772.241,0.708682071,5.34E-05,4.47646005,97.12489836
2018,Deer Creek,DC18_18983,813.935,0.70895447,5.96E-05,4.423559581,95.55195622
2018,Deer Creek,DC18_18983,856.988,0.70897893,5.42E-05,4.281236104,91.32011103
2018,Deer Creek,DC18_18983,895.056,0.709054727,5.35E-05,4.396996079,94.76211725
2018,Deer Creek,DC18_18983,930.405,0.709060798,5.73E-05,4.293402978,91.68188077
2018,Deer Creek,DC18_18983,970.74,0.709215454,4.49E-05,4.57315415,100
2018,Deer Creek,DC18_18984,7.716,0.707025709,5.57E-05,2.489016416,26.36875209
2018,Deer Creek,DC18_18984,11.33,0.706331238,8.65E-05,2.500829132,26.74698361
2018,Deer Creek,DC18_18984,41.303,0.706808708,7.76E-05,2.710766065,33.46895718
2018,Deer Creek,DC18_18984,44.866,0.70658215,7.00E-05,2.41612605,24.03487445
2018,Deer Creek,DC18_18984,81.699,0.706731031,8.63E-05,2.472476402,25.83915715
2018,Deer Creek,DC18_18984,82.934,0.706186642,6.56E-05,2.260729184,19.05922004
2018,Deer Creek,DC18_18984,119.643,0.706319529,6.44E-05,2.725863723,33.9523693
2018,Deer Creek,DC18_18984,127.54,0.706103778,6.34E-05,3.016418592,43.25564968
2018,Deer Creek,DC18_18984,154.086,0.705532028,6.14E-05,2.845221294,37.77408102
2018,Deer Creek,DC18_18984,167.028,0.705680437,5.33E-05,2.751209176,34.76390571
2018,Deer Creek,DC18_18984,192.154,0.705234731,0.000103263,2.12302913,14.6502001
2018,Deer Creek,DC18_18984,198.8,0.704828155,8.05E-05,2.449972822,25.11861471
2018,Deer Creek,DC18_18984,236.567,0.704311376,8.94E-05,2.23985088,18.39071733
2018,Deer Creek,DC18_18984,245.549,0.704257443,6.55E-05,3.010989873,43.08182745
2018,Deer Creek,DC18_18984,278.714,0.704145957,7.44E-05,2.459228446,25.41497066
2018,Deer Creek,DC18_18984,283.222,0.704086179,9.28E-05,2.489180707,26.37401252
2018,Deer Creek,DC18_18984,319.532,0.704193323,5.74E-05,2.378758582,22.83840497
2018,Deer Creek,DC18_18984,321.767,0.704077192,0.000103645,1.985922715,10.26018789
2018,Deer Creek,DC18_18984,361.289,0.704119842,5.78E-05,2.250379393,18.72782993
2018,Deer Creek,DC18_18984,365.274,0.703987608,9.68E-05,1.859025536,6.197065354
2018,Deer Creek,DC18_18984,402.592,0.704243926,8.79E-05,2.350466307,21.93251422
2018,Deer Creek,DC18_18984,409.233,0.704064618,0.000101629,1.873910962,6.673682016
2018,Deer Creek,DC18_18984,445.257,0.7042179,9.09E-05,2.464950394,25.59818179
2018,Deer Creek,DC18_18984,447.755,0.704007398,8.67E-05,1.853707565,6.026789166
2018,Deer Creek,DC18_18984,485.652,0.704298512,6.02E-05,2.364582914,22.38451406
2018,Deer Creek,DC18_18984,488.542,0.704062373,0.000112244,1.953084374,9.208736594
2018,Deer Creek,DC18_18984,524.686,0.704045519,9.35E-05,2.448137703,25.05985601
2018,Deer Creek,DC18_18984,527.517,0.704031233,7.16E-05,1.953125408,9.210050462
2018,Deer Creek,DC18_18984,559.693,0.704140283,9.98E-05,1.665482244,0
2018,Deer Creek,DC18_18984,562.358,0.704200298,6.06E-05,2.372916392,22.65134381
2018,Deer Creek,DC18_18984,595.496,0.703743546,0.000116825,1.904595445,7.656168903
2018,Deer Creek,DC18_18984,602.3,0.704146912,7.05E-05,2.304599911,20.46391745
2018,Deer Creek,DC18_18984,614.179,0.704494981,0.000129309,2.042694233,12.07795591
2018,Deer Creek,DC18_18984,637.643,0.704112666,8.47E-05,1.893754124,7.309040495
2018,Deer Creek,DC18_18984,643.149,0.704136319,0.000141743,2.611409339,30.28765279
2018,Deer Creek,DC18_18984,647.615,0.703987281,9.00E-05,1.82,4.947506175
2018,Deer Creek,DC18_18984,658.375,0.704262316,0.0001252,2.413186852,23.94076422
2018,Deer Creek,DC18_18984,673.898,0.70414628,8.08E-05,1.973773187,9.871171984
2018,Deer Creek,DC18_18984,686.721,0.704480251,7.05E-05,2.304546439,20.46220533
2018,Deer Creek,DC18_18984,687.543,0.704087168,0.00013,1.94,8.789787841
2018,Deer Creek,DC18_18984,716.045,0.704796505,9.65E-05,2.200196788,17.12103241
2018,Deer Creek,DC18_18984,726.663,0.705787511,9.52E-05,2.929599144,40.47577657
2018,Deer Creek,DC18_18984,756.379,0.707728498,5.36E-05,3.389866381,55.21307962
2018,Deer Creek,DC18_18984,771.597,0.708472737,4.93E-05,4.29284813,84.12566478
2018,Deer Creek,DC18_18984,795.354,0.708703166,5.66E-05,3.722866549,65.87541663
2018,Deer Creek,DC18_18984,812.9,0.708805018,7.81E-05,4.578285588,93.26509071
2018,Deer Creek,DC18_18984,834.782,0.708914248,5.96E-05,3.834555808,69.45159656
2018,Deer Creek,DC18_18984,843.764,0.70911283,4.89E-05,4.472590032,89.88082324
2018,Deer Creek,DC18_18984,875.569,0.709052556,4.79E-05,4.143820111,79.35393457
2018,Deer Creek,DC18_18984,881.89,0.709131578,7.28E-05,4.601722799,94.0155271
2018,Deer Creek,DC18_18984,913.637,0.709022354,5.46E-05,4.254041423,82.88311229
2018,Deer Creek,DC18_18984,923.193,0.709308179,5.06E-05,4.66124336,95.92131677
2018,Deer Creek,DC18_18984,956.326,0.709288598,3.88E-05,4.788626522,100
2018,Deer Creek,DC18_18984,962.129,0.709050467,4.46E-05,4.47447415,89.94115084
2018,Deer Creek,DC18_18985,6.345,0.707197398,5.64E-05,2.644499442,50.86382877
2018,Deer Creek,DC18_18985,38.975,0.707315333,8.53E-05,2.350522248,38.34577716
2018,Deer Creek,DC18_18985,73.417,0.706395542,8.05E-05,2.655169286,51.31816897
2018,Deer Creek,DC18_18985,127.347,0.706056166,0.000101631,2.65587559,51.3482446
2018,Deer Creek,DC18_18985,165.869,0.705651382,7.98E-05,2.26526343,34.71531091
2018,Deer Creek,DC18_18985,208.016,0.705386732,9.94E-05,2.164658862,30.43139637
2018,Deer Creek,DC18_18985,252.429,0.704941051,0.000122154,2.094814409,27.45730013
2018,Deer Creek,DC18_18985,286.418,0.704146545,0.000101124,2.184380424,31.27117421
2018,Deer Creek,DC18_18985,316.782,0.704236983,9.09E-05,2.099323791,27.64931733
2018,Deer Creek,DC18_18985,353.037,0.704163536,8.49E-05,2.024141801,24.44793964
2018,Deer Creek,DC18_18985,392.465,0.704072722,0.000100976,1.894828998,18.94157937
2018,Deer Creek,DC18_18985,431.893,0.704148665,9.07E-05,1.837856626,16.51559835
2018,Deer Creek,DC18_18985,476.759,0.704240173,6.62E-05,1.809527833,15.3093099
2018,Deer Creek,DC18_18985,520.719,0.704201331,9.58E-05,1.677137901,9.671920218
2018,Deer Creek,DC18_18985,557.428,0.704191447,0.000126696,1.518527219,2.918006163
2018,Deer Creek,DC18_18985,600.028,0.704159272,9.18E-05,1.753958717,12.94308192
2018,Deer Creek,DC18_18985,643.534,0.704067582,6.14E-05,1.965447111,21.94861937
2018,Deer Creek,DC18_18985,682.962,0.704195606,8.29E-05,2.091907295,27.33351025
2018,Deer Creek,DC18_18985,695.72,0.704275522,0.00012,1.45,0
2018,Deer Creek,DC18_18985,717.405,0.704251118,0.000120307,2.016122033,24.1064442
2018,Deer Creek,DC18_18985,732.552,0.704355392,8.00E-05,1.62,7.238890691
2018,Deer Creek,DC18_18985,752.301,0.70520395,0.000103074,2.115837093,28.35248197
2018,Deer Creek,DC18_18985,775.187,0.705298859,9.00E-05,1.95,21.29085497
2018,Deer Creek,DC18_18985,798.073,0.705410583,6.60E-05,2.291019854,35.81206348
2018,Deer Creek,DC18_18985,819.123,0.705378935,8.00E-05,2.1,27.67811147
2018,Deer Creek,DC18_18985,841.58,0.707135898,5.15E-05,3.020352645,66.86830084
2018,Deer Creek,DC18_18985,881.007,0.70872205,4.57E-05,3.717876683,96.57006711
2018,Deer Creek,DC18_18985,917.263,0.708880677,5.20E-05,3.798426123,100
2018,Deer Creek,DC18_18985,962.129,0.708920651,5.26E-05,3.738500142,97.44824926
2018,Deer Creek,DC18_18986,26.738,0.706556957,6.54E-05,2.20491276,10.19277977
2018,Deer Creek,DC18_18986,70.245,0.706641629,8.26E-05,2.171392073,8.868130584
2018,Deer Creek,DC18_18986,109.673,0.706084222,0.00010332,2.000460917,2.11338187
2018,Deer Creek,DC18_18986,160.43,0.706229755,8.53E-05,2.456979905,20.1538089
2018,Deer Creek,DC18_18986,196.686,0.705658312,7.41E-05,2.348130227,15.85235655
2018,Deer Creek,DC18_18986,231.128,0.705012549,7.11E-05,2.256114723,12.21614638
2018,Deer Creek,DC18_18986,275.088,0.704468435,7.56E-05,2.201999003,10.07763578
2018,Deer Creek,DC18_18986,314.516,0.704173311,6.24E-05,3.182766347,48.83497593
2018,Deer Creek,DC18_18986,355.757,0.703964519,8.14E-05,2.352372134,16.01998553
2018,Deer Creek,DC18_18986,397.904,0.704044252,9.15E-05,2.232032359,11.26447484
2018,Deer Creek,DC18_18986,434.159,0.703984354,6.73E-05,2.256939466,12.24873805
2018,Deer Creek,DC18_18986,479.478,0.703888982,6.96E-05,2.08632549,5.506523457
2018,Deer Creek,DC18_18986,521.172,0.703979898,4.25E-05,2.25619607,12.219361
2018,Deer Creek,DC18_18986,558.787,0.703957634,7.24E-05,2.278632337,13.10598313
2018,Deer Creek,DC18_18986,591.87,0.703931408,6.31E-05,2.325870919,14.97272737
2018,Deer Creek,DC18_18986,627.219,0.704056199,6.17E-05,2.283154019,13.28466809
2018,Deer Creek,DC18_18986,669.366,0.704026446,8.14E-05,1.946981088,0
2018,Deer Creek,DC18_18986,707.434,0.704117069,7.79E-05,2.104585989,6.228130244
2018,Deer Creek,DC18_18986,737.345,0.704242267,5.95E-05,2.03272644,3.388430288
2018,Deer Creek,DC18_18986,754.205,0.704219021,0.00011,2.08,5.256556767
2018,Deer Creek,DC18_18986,769.975,0.704362003,6.13E-05,2.217402415,10.68633802
2018,Deer Creek,DC18_18986,786.57,0.704428103,8.00E-05,2.34,15.53107141
2018,Deer Creek,DC18_18986,803.965,0.705118337,6.26E-05,2.874235673,36.64265697
2018,Deer Creek,DC18_18986,819.866,0.706990907,0.00011,4.22,89.82371576
2018,Deer Creek,DC18_18986,837.501,0.708304667,6.03E-05,3.838106247,74.73228131
2018,Deer Creek,DC18_18986,875.116,0.708726924,5.36E-05,3.740954897,70.89311605
2018,Deer Creek,DC18_18986,913.184,0.708799014,4.78E-05,4.156274176,87.30543918
2018,Deer Creek,DC18_18986,945.361,0.70893666,5.78E-05,4.477514247,100
2018,Deer Creek,DC18_18987,1.36,0.706292211,6.56E-05,1.982326102,12.47342635
2018,Deer Creek,DC18_18987,38.521,0.706586892,5.64E-05,2.24126628,26.07758155
2018,Deer Creek,DC18_18987,75.23,0.706025618,9.82E-05,2.044359693,15.73253664
2018,Deer Creek,DC18_18987,119.643,0.705881089,6.87E-05,2.205814639,24.21502924
2018,Deer Creek,DC18_18987,154.539,0.705539045,7.15E-05,2.033938126,15.18501012
2018,Deer Creek,DC18_18987,195.779,0.705202044,8.60E-05,2.065968488,16.86781585
2018,Deer Creek,DC18_18987,244.724,0.704309498,8.49E-05,1.970478609,11.85098477
2018,Deer Creek,DC18_18987,285.512,0.704035664,4.52E-05,2.500817699,39.71385003
2018,Deer Creek,DC18_18987,327.659,0.703997059,5.22E-05,2.190584636,23.41487792
2018,Deer Creek,DC18_18987,364.367,0.703948984,8.66E-05,1.964220424,11.5221933
2018,Deer Creek,DC18_18987,403.795,0.704042218,6.23E-05,1.996231848,13.20400407
2018,Deer Creek,DC18_18987,450.927,0.703888142,0.000102423,1.915922999,8.98475137
2018,Deer Creek,DC18_18987,489.449,0.703950854,6.42E-05,1.954429637,11.00780659
2018,Deer Creek,DC18_18987,531.142,0.703975176,8.14E-05,1.744908108,0
2018,Deer Creek,DC18_18987,566.945,0.704004663,8.46E-05,1.94453162,10.48778625
2018,Deer Creek,DC18_18987,609.092,0.704183165,7.38E-05,2.00458505,13.64286318
2018,Deer Creek,DC18_18987,646.707,0.703893823,9.57E-05,2.295633007,28.93389144
2018,Deer Creek,DC18_18987,671.124,0.703918613,1.00E-04,1.85,5.521300017
2018,Deer Creek,DC18_18987,686.134,0.704136985,8.41E-05,2.202519875,24.04192949
2018,Deer Creek,DC18_18987,706.899,0.70418161,9.00E-05,1.85,5.521300017
2018,Deer Creek,DC18_18987,726.922,0.704407973,0.000100572,1.958076776,11.19941936
2018,Deer Creek,DC18_18987,741.279,0.704929322,8.00E-05,1.84,4.995921711
2018,Deer Creek,DC18_18987,758.645,0.706786803,0.000224039,3.168067259,74.76969436
2018,Deer Creek,DC18_18987,789.916,0.708644508,5.60E-05,3.572823951,96.03473288
2018,Deer Creek,DC18_18987,828.89,0.708926877,6.72E-05,3.625698021,98.81262181
2018,Deer Creek,DC18_18987,860.161,0.709018687,9.68E-05,3.648298463,100
2018,Deer Creek,DC18_18987,905.48,0.709136858,6.49E-05,3.298229371,81.60812935
2018,Deer Creek,DC18_18987,941.735,0.70901578,5.62E-05,3.436267086,88.86033144
2018,Deer Creek,DC18_18988,5.438,0.706626908,5.26E-05,2.490586903,5.180215191
2018,Deer Creek,DC18_18988,39.428,0.706332543,6.79E-05,2.720995586,13.67009963
2018,Deer Creek,DC18_18988,71.151,0.705903725,6.78E-05,2.599767242,9.203190579
2018,Deer Creek,DC18_18988,102.875,0.705650784,8.11E-05,2.663144908,11.53847176
2018,Deer Creek,DC18_18988,143.209,0.705128273,5.60E-05,2.409854325,2.20545639
2018,Deer Creek,DC18_18988,181.277,0.704483942,8.81E-05,2.489689726,5.147156849
2018,Deer Creek,DC18_18988,218.439,0.703943023,8.03E-05,2.691082309,12.56788307
2018,Deer Creek,DC18_18988,261.492,0.703826068,8.20E-05,2.957078827,22.36907489
2018,Deer Creek,DC18_18988,300.014,0.704005513,6.86E-05,2.759682972,15.09561637
2018,Deer Creek,DC18_18988,336.722,0.704094387,0.000110436,2.569038451,8.070924724
2018,Deer Creek,DC18_18988,379.776,0.704017243,5.58E-05,2.509014318,5.859211407
2018,Deer Creek,DC18_18988,419.204,0.703948318,5.65E-05,2.707669926,13.17908813
2018,Deer Creek,DC18_18988,457.725,0.704051646,7.09E-05,2.536800004,6.883032471
2018,Deer Creek,DC18_18988,495.793,0.703895081,8.06E-05,2.477662328,4.703982496
2018,Deer Creek,DC18_18988,536.127,0.703953594,8.94E-05,2.385565084,1.310469073
2018,Deer Creek,DC18_18988,574.649,0.703784953,7.87E-05,2.482731772,4.890776644
2018,Deer Creek,DC18_18988,614.077,0.704061758,6.28E-05,2.391775798,1.539315674
2018,Deer Creek,DC18_18988,653.958,0.704124473,6.36E-05,2.521583978,6.322366525
2018,Deer Creek,DC18_18988,666.649,0.704076808,9.00E-05,2.35,0
2018,Deer Creek,DC18_18988,692.026,0.704135003,5.11E-05,2.795154356,16.40263288
2018,Deer Creek,DC18_18988,707.685,0.704581946,7.00E-05,2.68,12.15953248
2018,Deer Creek,DC18_18988,732.813,0.706496302,8.35E-05,4.324493364,72.75429148
2018,Deer Creek,DC18_18988,772.694,0.708434407,4.84E-05,4.949097569,95.76912516
2018,Deer Creek,DC18_18988,813.482,0.708853755,5.11E-05,4.627161156,83.90671222
2018,Deer Creek,DC18_18988,855.629,0.708912708,8.50E-05,4.647087763,84.64094927
2018,Deer Creek,DC18_18988,895.056,0.709135437,5.46E-05,5.063920133,100
2018,Deer Creek,DC18_18988,935.844,0.709051971,4.54E-05,4.873830948,92.99577085
2018,Deer Creek,DC18_68501,12.236,0.706174451,9.01E-05,2.47022919,17.1384551
2018,Deer Creek,DC18_68501,45.319,0.706212246,7.54E-05,2.898522206,27.6211381
2018,Deer Creek,DC18_68501,87.013,0.705493129,7.18E-05,2.465429603,17.02098284
2018,Deer Creek,DC18_68501,125.081,0.705842752,7.95E-05,2.639431531,21.27976593
2018,Deer Creek,DC18_68501,165.869,0.705233782,7.07E-05,2.715491583,23.14137325
2018,Deer Creek,DC18_68501,204.843,0.704651525,4.72E-05,2.306788113,13.13815406
2018,Deer Creek,DC18_68501,245.631,0.704351951,8.00E-05,2.347515588,14.13497912
2018,Deer Creek,DC18_68501,287.778,0.704103145,5.47E-05,2.414283652,15.76916044
2018,Deer Creek,DC18_68501,327.659,0.703849965,8.04E-05,2.474696162,17.24778645
2018,Deer Creek,DC18_68501,362.554,0.704080855,6.56E-05,2.778080693,24.67327261
2018,Deer Creek,DC18_68501,405.155,0.703957308,7.23E-05,2.390573949,15.18885376
2018,Deer Creek,DC18_68501,448.208,0.704003527,7.30E-05,2.365568119,14.57682372
2018,Deer Creek,DC18_68501,486.276,0.704301869,9.05E-05,2.487574664,17.56299414
2018,Deer Creek,DC18_68501,524.344,0.70404304,9.64E-05,2.305213084,13.09960445
2018,Deer Creek,DC18_68501,568.757,0.704223953,8.53E-05,2.41512587,15.78977414
2018,Deer Creek,DC18_68501,606.826,0.70414904,8.17E-05,2.341624762,13.99079824
2018,Deer Creek,DC18_68501,645.347,0.70407788,6.28E-05,2.361620051,14.48019281
2018,Deer Creek,DC18_68501,667.079,0.703885315,0.00012,1.77,0
2018,Deer Creek,DC18_68501,686.134,0.704156611,5.73E-05,2.389547783,15.16373784
2018,Deer Creek,DC18_68501,710.632,0.704010389,8.00E-05,2.05,6.853138226
2018,Deer Creek,DC18_68501,731,0.704361329,0.000118466,2.348354227,14.15550522
2018,Deer Creek,DC18_68501,747.849,0.704859915,7.00E-05,2.35,14.19578633
2018,Deer Creek,DC18_68501,769.069,0.704909154,8.98E-05,3.0812068,32.09243373
2018,Deer Creek,DC18_68501,811.216,0.708087633,9.62E-05,4.611819576,69.55493703
2018,Deer Creek,DC18_68501,847.471,0.708846708,3.97E-05,4.543438104,67.88126674
2018,Deer Creek,DC18_68501,887.805,0.709033298,5.20E-05,4.826935721,74.82001087
2018,Deer Creek,DC18_68501,925.42,0.709043866,5.12E-05,5.855719429,100
2018,Deer Creek,DC18_68501,961.676,0.709206225,6.40E-05,5.345913503,87.52224829
2018,Deer Creek,DC18_68502,10.877,0.70678245,6.04E-05,2.769949326,20.00044669
2018,Deer Creek,DC18_68502,39.881,0.706671341,6.86E-05,2.863394565,22.7901301
2018,Deer Creek,DC18_68502,77.043,0.706218124,7.86E-05,2.440395789,10.16206386
2018,Deer Creek,DC18_68502,115.111,0.70579777,8.28E-05,2.552893051,13.52052009
2018,Deer Creek,DC18_68502,150.913,0.705313664,6.45E-05,2.550322815,13.44378911
2018,Deer Creek,DC18_68502,188.528,0.704776518,5.54E-05,2.425699817,9.723335144
2018,Deer Creek,DC18_68502,226.143,0.704214772,7.81E-05,2.429882577,9.848205885
2018,Deer Creek,DC18_68502,266.931,0.704326681,8.58E-05,2.67993807,17.31328028
2018,Deer Creek,DC18_68502,312.703,0.704320881,8.27E-05,2.596282405,14.81585159
2018,Deer Creek,DC18_68502,356.21,0.704157564,6.92E-05,2.555292297,13.59214639
2018,Deer Creek,DC18_68502,392.465,0.704192754,8.91E-05,2.613031749,15.31588099
2018,Deer Creek,DC18_68502,428.721,0.704193855,5.79E-05,2.421807697,9.607141075
2018,Deer Creek,DC18_68502,469.055,0.704127827,5.70E-05,2.763438803,19.80608368
2018,Deer Creek,DC18_68502,503.951,0.704122714,5.19E-05,2.768585898,19.95974336
2018,Deer Creek,DC18_68502,519.627,0.704074191,6.00E-05,2.1,0
2018,Deer Creek,DC18_68502,538.847,0.704472957,4.61E-05,2.618244835,15.47151074
2018,Deer Creek,DC18_68502,558.39,0.704802314,6.00E-05,2.44,10.1502481
2018,Deer Creek,DC18_68502,577.821,0.705346831,7.99E-05,2.541468429,13.17945319
2018,Deer Creek,DC18_68502,597.158,0.705459454,8.00E-05,2.28,5.373660759
2018,Deer Creek,DC18_68502,624.953,0.705498257,9.31E-05,2.372554994,8.136767089
2018,Deer Creek,DC18_68502,641.579,0.705480926,9.00E-05,2.2,2.985367089
2018,Deer Creek,DC18_68502,670.726,0.707710858,5.19E-05,4.539089448,72.81577364
2018,Deer Creek,DC18_68502,708.341,0.708564455,7.01E-05,4.557156971,73.35515553
2018,Deer Creek,DC18_68502,751.394,0.708880177,5.75E-05,5.449671817,100
2018,Deer Creek,DC18_68502,791.728,0.708938071,8.28E-05,4.377966442,68.00566045
2018,Deer Creek,DC18_68502,834.782,0.709122659,4.15E-05,4.098779453,59.67090396
2018,Deer Creek,DC18_68502,871.037,0.709038909,4.25E-05,3.981027421,56.15557355
2018,Deer Creek,DC18_68502,914.544,0.709032616,3.02E-05,4.142290345,60.96986381
2018,Deer Creek,DC18_68502,958.957,0.709179145,4.51E-05,4.696998017,77.52992409
2018,Deer Creek,DC18_68503,14.978,0.706525786,0.000105559,1.927398742,23.13675165
2018,Deer Creek,DC18_68503,43.119,0.706111531,8.05E-05,1.978900968,25.57177157
2018,Deer Creek,DC18_68503,84.876,0.705952755,8.74E-05,1.963818218,24.85866071
2018,Deer Creek,DC18_68503,122.094,0.705741806,6.89E-05,2.056975761,29.26313971
2018,Deer Creek,DC18_68503,159.312,0.705287831,7.54E-05,2.026880328,27.84023075
2018,Deer Creek,DC18_68503,203.792,0.704826152,9.00E-05,1.763512658,15.38823453
2018,Deer Creek,DC18_68503,239.649,0.704252341,0.000119396,2.116065855,32.05691325
2018,Deer Creek,DC18_68503,282.314,0.704240981,8.72E-05,2.035588764,28.25196471
2018,Deer Creek,DC18_68503,318.17,0.704235686,9.03E-05,1.910117537,22.31969806
2018,Deer Creek,DC18_68503,358.112,0.70447718,8.03E-05,1.829420611,18.50435574
2018,Deer Creek,DC18_68503,396.238,0.704252151,9.34E-05,1.714076316,13.05088939
2018,Deer Creek,DC18_68503,433.91,0.704294732,5.67E-05,1.574003659,6.428268646
2018,Deer Creek,DC18_68503,477.029,0.704119105,9.79E-05,1.59743131,7.535925564
2018,Deer Creek,DC18_68503,514.247,0.704073725,8.66E-05,1.663737388,10.67087008
2018,Deer Creek,DC18_68503,553.734,0.70402903,9.22E-05,1.699720522,12.37214894
2018,Deer Creek,DC18_68503,595.037,0.703948168,8.47E-05,1.755184524,14.99448122
2018,Deer Creek,DC18_68503,640.879,0.704107736,0.000101295,1.801657985,17.19174165
2018,Deer Creek,DC18_68503,654.82,0.704080293,0.000116213,1.438041673,0
2018,Deer Creek,DC18_68503,676.282,0.704263253,9.10E-05,1.8652456,20.19815752
2018,Deer Creek,DC18_68503,695.914,0.704402715,0.000118273,1.696791912,12.23368456
2018,Deer Creek,DC18_68503,726.209,0.705150529,7.17E-05,2.18920125,35.51474717
2018,Deer Creek,DC18_68503,761.158,0.707998032,6.68E-05,3.169688646,81.87208992
2018,Deer Creek,DC18_68503,800.645,0.708598254,3.03E-05,3.36075592,90.90573089
2018,Deer Creek,DC18_68503,839.679,0.708881549,6.53E-05,3.520964357,98.48036923
2018,Deer Creek,DC18_68503,878.713,0.708837551,7.78E-05,3.553105518,100
2018,Deer Creek,DC18_68503,917.747,0.709102649,7.55E-05,3.412130161,93.33469969
2018,Deer Creek,DC18_68503,959.504,0.709181319,7.67E-05,3.503724791,97.66528433
2018,Deer Creek,DC18_68504,0.906,0.706992701,4.85E-05,2.865833308,39.63731637
2018,Deer Creek,DC18_68504,35.349,0.706752283,0.000206158,1.779519341,0
2018,Deer Creek,DC18_68504,72.964,0.706629487,0.00012805,1.86451531,3.101324494
2018,Deer Creek,DC18_68504,115.111,0.706253995,0.000113843,1.868868306,3.26015618
2018,Deer Creek,DC18_68504,151.82,0.705514368,8.40E-05,2.185401729,14.80979635
2018,Deer Creek,DC18_68504,193.06,0.704963786,9.73E-05,2.217005038,15.96293476
2018,Deer Creek,DC18_68504,235.207,0.704140226,8.51E-05,2.394392004,22.43541279
2018,Deer Creek,DC18_68504,275.088,0.703952943,5.07E-05,2.748809991,35.36738118
2018,Deer Creek,DC18_68504,316.329,0.704043339,6.42E-05,2.291382856,18.67682521
2018,Deer Creek,DC18_68504,354.397,0.703862664,7.00E-05,2.324881029,19.89910323
2018,Deer Creek,DC18_68504,394.278,0.704202536,8.30E-05,2.337460688,20.35810858
2018,Deer Creek,DC18_68504,433.706,0.704045944,7.39E-05,2.328335574,20.02515232
2018,Deer Creek,DC18_68504,476.306,0.703982052,7.90E-05,2.455770229,24.67497538
2018,Deer Creek,DC18_68504,517.547,0.704085361,0.000116382,2.120403797,12.43815825
2018,Deer Creek,DC18_68504,557.881,0.704127373,6.07E-05,2.187902002,14.90102606
2018,Deer Creek,DC18_68504,594.589,0.704126313,7.20E-05,2.115440709,12.25706559
2018,Deer Creek,DC18_68504,637.643,0.70419121,7.35E-05,2.138135635,13.0851558
2018,Deer Creek,DC18_68504,679.79,0.704259293,7.79E-05,2.39189871,22.34443773
2018,Deer Creek,DC18_68504,692.938,0.70419578,7.00E-05,2.11,12.05854553
2018,Deer Creek,DC18_68504,716.952,0.704198369,7.38E-05,2.520548666,27.03860457
2018,Deer Creek,DC18_68504,733.723,0.704285207,8.00E-05,2.24,16.80197265
2018,Deer Creek,DC18_68504,756.832,0.704994472,5.60E-05,2.788549674,36.81739879
2018,Deer Creek,DC18_68504,799.433,0.708075284,4.25E-05,4.16543783,87.05715738
2018,Deer Creek,DC18_68504,840.22,0.708649019,6.84E-05,4.38866399,95.20221138
2018,Deer Creek,DC18_68504,878.288,0.7089587,3.80E-05,4.52015384,100
2018,Deer Creek,DC18_68504,919.982,0.709028783,4.56E-05,4.469072768,98.13615891
2018,Deer Creek,DC18_68504,959.863,0.709064749,3.66E-05,4.276563867,91.11191321
2018,Deer Creek,DC18_68505,12.689,0.706891381,8.68E-05,1.762447313,44.03582118
2018,Deer Creek,DC18_68505,44.413,0.706703601,9.03E-05,1.46108228,28.09384324
2018,Deer Creek,DC18_68505,72.058,0.706089764,0.000119859,1.403013435,25.0220461
2018,Deer Creek,DC18_68505,112.845,0.705743321,0.00010399,1.508313992,30.59236439
2018,Deer Creek,DC18_68505,151.366,0.70520669,8.85E-05,1.463061869,28.19856197
2018,Deer Creek,DC18_68505,197.139,0.704633928,0.000144167,1.350321789,22.23469864
2018,Deer Creek,DC18_68505,232.941,0.704115041,0.000111058,1.336743905,21.51643904
2018,Deer Creek,DC18_68505,274.182,0.703946284,8.68E-05,1.317328378,20.48937263
2018,Deer Creek,DC18_68505,309.984,0.70410978,0.000124017,1.32980577,21.14941705
2018,Deer Creek,DC18_68505,347.599,0.704062879,7.56E-05,1.258494741,17.37711858
2018,Deer Creek,DC18_68505,389.746,0.703857376,0.000138723,1.207389272,14.67367867
2018,Deer Creek,DC18_68505,427.814,0.703931151,0.000112473,1.317487822,20.4978071
2018,Deer Creek,DC18_68505,464.523,0.703902508,0.000123464,1.157134298,12.01522928
2018,Deer Creek,DC18_68505,507.123,0.703716169,0.000114963,1.091172049,8.525877156
2018,Deer Creek,DC18_68505,546.551,0.70394156,0.000105728,1.222770822,15.48735081
2018,Deer Creek,DC18_68505,567.756,0.704699539,0.00014,0.97,2.115969167
2018,Deer Creek,DC18_68505,593.23,0.70398198,0.000154012,1.12325381,10.22297758
2018,Deer Creek,DC18_68505,610.029,0.704337998,0.00017,0.93,0
2018,Deer Creek,DC18_68505,632.204,0.704336586,0.0001311,1.206427761,14.62281548
2018,Deer Creek,DC18_68505,651.142,0.704613622,0.00023,1.38,23.80465313
2018,Deer Creek,DC18_68505,674.805,0.704787644,8.85E-05,1.468934975,28.50924475
2018,Deer Creek,DC18_68505,690.95,0.705341804,0.00021,1.01,4.231938333
2018,Deer Creek,DC18_68505,720.124,0.70621704,0.000169303,2.542577902,85.30412799
2018,Deer Creek,DC18_68505,760.911,0.708355567,6.90E-05,2.820386714,100
2018,Deer Creek,DC18_68505,798.073,0.708633681,0.000137558,2.795610861,98.68937647
